sheet_name,condition_number,voltage_V,duration_ms,duration_us,sample_index_in_sheet,signal_column,samz,samz_min_in_sheet,samz_max_in_sheet,hfo2_fraction,zro2_fraction,hfo2_percent,zro2_percent,x_in_Hf1_minus_x_ZrxO2,monoclinic_phase_fraction,orthorhombic_phase_fraction,tetragonal_phase_fraction,phase_fraction_sum,phase_fraction_sum_error,dominant_phase,dominant_phase_fraction
num5,5,674,10.1,10100.0,6,th:0.260_samz:-4816,-4816,-7447,447,0.6667088928299975,0.33329110717000254,66.67088928299975,33.329110717000255,0.33329110717000254,0.1993490668748828,0.6174515723615621,0.1831993607635551,1.0,0.0,orthorhombic,0.6174515723615621
num5,5,674,10.1,10100.0,7,th:0.260_samz:-4289,-4289,-7447,447,0.599949328604003,0.400050671395997,59.9949328604003,40.005067139599696,0.400050671395997,0.1539665979856744,0.644262632844835,0.2017707691694906,1.0,0.0,orthorhombic,0.644262632844835
num5,5,674,10.1,10100.0,8,th:0.260_samz:-3763,-3763,-7447,447,0.5333164428680011,0.466683557131999,53.331644286800106,46.6683557131999,0.466683557131999,0.09812413547710354,0.6957430110906135,0.206132853432283,1.0,0.0,orthorhombic,0.6957430110906135
num5,5,674,10.1,10100.0,9,th:0.260_samz:-3236,-3236,-7447,447,0.46655687864200657,0.5334431213579934,46.65568786420066,53.34431213579934,0.5334431213579934,0.04990198912504323,0.7539356070696678,0.196162403805289,1.0,0.0,orthorhombic,0.7539356070696678
num5,5,674,10.1,10100.0,10,th:0.260_samz:-2710,-2710,-7447,447,0.39992399290600456,0.6000760070939954,39.99239929060045,60.00760070939955,0.6000760070939954,0.02105383991140449,0.7896255570969755,0.1893206029916202,1.0000000000000002,2.220446049250313e-16,orthorhombic,0.7896255570969755
num5,5,674,10.1,10100.0,11,th:0.260_samz:-2183,-2183,-7447,447,0.33316442868001017,0.6668355713199898,33.31644286800102,66.68355713199898,0.6668355713199898,0.00692430079495364,0.8007566283014971,0.1923190709035494,1.0000000000000002,2.220446049250313e-16,orthorhombic,0.8007566283014971
num5,5,674,10.1,10100.0,12,th:0.260_samz:-1657,-1657,-7447,447,0.26653154294400816,0.7334684570559918,26.653154294400817,73.34684570559918,0.7334684570559918,0.001974579965282734,0.7760956888513757,0.2219297311833416,1.0,0.0,orthorhombic,0.7760956888513757
num5,5,674,10.1,10100.0,13,th:0.260_samz:-1131,-1131,-7447,447,0.19989865720800604,0.800101342791994,19.989865720800605,80.01013427919939,0.800101342791994,0.0005021553945775962,0.7173942153937394,0.2821036292116831,1.0,0.0,orthorhombic,0.7173942153937394
num5,5,674,10.1,10100.0,14,th:0.260_samz:-605,-605,-7447,447,0.13326577147200402,0.866734228527996,13.326577147200403,86.6734228527996,0.866734228527996,0.0001230961729279847,0.6035882599904521,0.3962886438366199,0.9999999999999999,1.1102230246251565e-16,orthorhombic,0.6035882599904521
num5,5,674,10.1,10100.0,15,th:0.260_samz:-78,-78,-7447,447,0.06650620724600964,0.9334937927539904,6.650620724600964,93.34937927539903,0.9334937927539904,2.977571762818892e-05,0.4211969337218192,0.5787732905605526,1.0,0.0,tetragonal,0.5787732905605526
num5,5,674,10.1,10100.0,16,th:0.260_samz:447,447,-7447,447,0.0,1.0,0.0,100.0,1.0,5.345693895502487e-12,0.2273231426300669,0.7726768573645875,1.0,0.0,tetragonal,0.7726768573645875
num6,6,674,7.6,7600.0,1,th:0.260_samz:-7747,-7747,-7747,147,1.0,0.0,100.0,0.0,0.0,0.4148992732961694,0.3119775364971326,0.2731231902066981,1.0000000000000002,2.220446049250313e-16,monoclinic,0.4148992732961694
num6,6,674,7.6,7600.0,2,th:0.260_samz:-7221,-7221,-7747,147,0.933367114263998,0.06663288573600203,93.3367114263998,6.6632885736002025,0.06663288573600203,0.4282933185907334,0.4102281488728078,0.1614785325364587,0.9999999999999999,1.1102230246251565e-16,monoclinic,0.4282933185907334
